Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
82100	-829.35145217731	3	3	0
82200	-826.931139965858	3	3	0
82300	-831.859899188834	7	1	0
82400	-842.638312740569	7	3	1
82500	-831.319304746492	4	3	0
82600	-830.310421251306	6	1	0
82700	-826.863433553135	4	2	0
82800	-825.804948219639	5	2	0
82900	-850.200134003901	2	10	0
83000	-828.523847457588	5	2	1
83100	-821.466027376683	4	2	0
83200	-826.040878110196	5	1	1
83300	-841.942315154371	8	3	0
83400	-828.061589954909	5	2	0
83500	-854.247499439072	6	6	0
83600	-827.652705446426	3	3	0
83700	-838.217827147055	4	5	0
83800	-835.422961165235	5	4	0
83900	-826.742285128956	5	1	0
84000	-841.101518922808	5	5	0
84100	-848.333271277773	6	4	2
84200	-827.648426717611	4	2	1
84300	-819.823963272328	4	1	0
84400	-819.86792157498	3	1	1
84500	-826.318090611842	4	2	1
84600	-835.179908886847	5	2	1
84700	-833.751155428953	6	2	0
84800	-833.646385470588	6	2	1
84900	-836.925842982755	7	1	0
85000	-827.654734001842	4	2	1
85100	-844.08078971492	7	2	0
85200	-826.420935762266	4	2	0
85300	-842.2863686572	6	4	1
85400	-831.987159278795	5	4	0
85500	-824.320829157238	5	2	1
85600	-840.37360423271	7	3	1
85700	-821.857798918718	4	2	0
85800	-843.852249320832	4	4	2
85900	-820.573987741184	3	1	0
86000	-830.653296224607	3	3	1
86100	-828.236087059302	2	4	1
86200	-828.712836991617	2	5	0
86300	-841.299803134116	3	6	1
86400	-832.623666877779	3	3	0
86500	-829.975646795194	3	4	0
86600	-821.808100992627	3	2	0
86700	-824.907749348542	3	3	1
86800	-822.778759897891	4	1	1
86900	-829.633435253331	5	3	1
87000	-838.458693593297	6	3	1
87100	-833.944261892729	6	2	0
87200	-829.90660409084	5	1	1
87300	-850.482267720414	7	3	0
87400	-832.398526571059	4	4	0
87500	-858.900090900023	7	7	0
87600	-833.434401602132	6	1	2
87700	-831.677378957643	6	1	0
87800	-842.071545298653	6	4	1
87900	-842.898296920635	5	6	0
88000	-828.662412377663	5	2	0
88100	-828.886518265674	2	4	1
88200	-829.150279317548	2	5	1
88300	-833.575730220025	4	3	0
88400	-817.039864547198	2	2	1
88500	-834.827679163898	6	2	0
88600	-825.801706625251	3	3	0
88700	-825.29223277185	2	2	1
88800	-823.824916987633	3	2	0
88900	-816.992540668089	2	2	1
89000	-819.606072970381	2	2	0
89100	-853.841660250656	6	7	0
89200	-834.590383516894	3	5	0
89300	-829.723023397003	3	4	0
89400	-824.554651305943	3	3	0
89500	-843.499339875226	5	5	3
89600	-841.73698709138	5	4	1
89700	-824.784230599736	3	3	1
89800	-829.68325822569	2	4	0
89900	-825.847001870271	2	3	1
90000	-849.479584033835	4	5	1
90100	-839.739894424048	5	3	0
90200	-841.017441555673	5	5	0
90300	-827.538885836918	2	5	0
90400	-838.098298843765	4	5	1
90500	-832.871277848939	2	6	2
90600	-836.912069947418	2	7	0
90700	-833.982323903553	5	3	1
90800	-846.328875389761	6	5	0
90900	-839.926193259718	6	3	0
91000	-847.540871241237	5	6	0
91100	-833.941607030547	6	2	0
91200	-820.803666685892	3	1	1
91300	-833.007959340325	4	4	1
91400	-830.462897896705	5	1	0
91500	-840.877360956652	6	2	1
91600	-831.065804593008	4	3	1
91700	-829.373915295507	4	3	1
91800	-846.214241480149	5	6	0
91900	-826.197606222813	2	3	1
92000	-843.4170765564	4	5	2
92100	-838.699948283192	5	5	0
92200	-828.609690774334	3	4	0
92300	-825.584813633403	3	3	0
92400	-830.141768088924	5	2	0
92500	-821.517973887528	3	2	1
92600	-836.493966154528	6	3	0
92700	-828.747218561738	4	3	1
92800	-862.629756889911	7	7	3
92900	-832.275878193319	5	4	0
93000	-838.73569386891	5	4	0
93100	-839.451633585636	6	4	0
93200	-837.656310505801	6	3	0
93300	-818.652779043427	3	1	0
93400	-823.998482596505	3	2	1
93500	-822.950643870102	3	2	0
93600	-834.433369670512	4	4	0
93700	-829.941049885133	3	4	0
93800	-829.597660191479	5	2	0
93900	-838.510429309295	5	4	1
94000	-838.76875983353	6	4	1
94100	-827.337122981106	3	2	2
94200	-837.758368152048	4	4	1
94300	-841.095427589196	5	4	2
94400	-822.048357070305	3	2	1
94500	-845.925103942005	6	5	0
94600	-846.073947614883	7	4	0
94700	-835.092615346951	5	4	1
94800	-845.313294605356	8	3	1
94900	-826.869643489933	2	5	1
95000	-831.120662471274	4	4	0
95100	-836.645677169592	4	5	0
95200	-825.686398274715	4	2	1
95300	-820.179624819514	3	1	1
95400	-834.121808705425	4	4	0
95500	-839.146558279157	6	2	1
95600	-844.173759195734	5	5	0
95700	-843.69237188673	6	4	1
95800	-843.351390280495	7	2	1
95900	-854.675857737796	8	5	1
96000	-843.179648406541	5	4	1
96100	-838.090314704082	6	2	0
96200	-839.005870778835	5	4	0
96300	-840.846254025647	6	4	0
96400	-826.18598419535	2	4	1
96500	-838.371079469768	5	3	4
96600	-824.011221888916	3	3	0
96700	-843.561112905267	3	6	1
96800	-847.64499077205	4	7	0
96900	-841.815722262863	6	3	3
97000	-837.936489619546	5	5	0
97100	-827.913449959446	5	2	0
97200	-835.592213543727	3	6	0
97300	-827.197526486334	4	2	1
97400	-837.140042261336	5	3	0
97500	-837.937564492735	5	3	2
97600	-825.290586603381	3	3	1
97700	-826.095350987588	3	2	0
97800	-821.280965897236	2	3	0
97900	-831.135392455107	5	2	1
98000	-840.988245031736	2	7	0
98100	-823.059954104806	3	2	0
98200	-831.61509126152	3	4	1
98300	-836.885041568006	6	3	0
98400	-829.342892810588	4	3	0
98500	-843.128980005729	5	4	1
98600	-835.227419050562	4	4	1
98700	-848.704133424155	4	6	1
98800	-841.208079439058	4	4	2
98900	-834.799116924503	6	3	2
99000	-839.584469593404	4	4	2
99100	-831.62191650324	5	2	1
99200	-857.016827960363	9	5	0
99300	-827.558513319503	4	3	0
99400	-835.111041105295	6	3	1
99500	-842.834279728226	6	3	1
99600	-831.639609143805	3	3	1
99700	-837.152630430336	4	5	0
99800	-821.190735192312	2	2	0
99900	-821.475480383852	2	2	1
1e+05	-839.753249120789	3	6	0
